cruise speed,image resolution,illuminance,controls responsiveness,power,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3
79.0358898989899,79.97231515151515,52.81099090909092,11.5913,26.0,17.4864,24.0611,79.1389,1.0,True,False,False,False
27.248827272727272,97.97231515151516,96.96117272727274,53.0146,25.0,80.1623,22.736,59.8891,0.0,False,True,False,False
89.0358898989899,58.97231515151515,43.96117272727274,84.2856,70.0,4.8745,45.0694,75.2252,1.0,False,False,True,False
27.248827272727272,53.55244848484848,96.96117272727274,35.8731,44.0,52.2195,27.4524,59.7234,0.0,False,False,False,True
71.24882727272727,40.97231515151515,33.97619090909092,39.5348,99.0,77.1167,9.5332,52.1115,1.0,False,False,True,True
88.24882727272727,53.55244848484848,33.96117272727274,11.2155,56.0,19.8561,92.9561,3.898,1.0,True,False,False,False
88.24882727272727,30.56199090909091,43.81099090909092,71.723,85.0,59.8164,66.3091,45.7969,1.0,False,False,False,False
27.248827272727272,53.56199090909091,90.9161181818182,64.0097,90.0,76.9651,93.9879,23.2153,0.0,False,True,False,False
37.24882727272727,53.55244848484848,96.96117272727274,30.6188,47.0,26.9452,51.2245,39.7058,0.0,True,True,False,True
27.248827272727272,53.56199090909091,90.9161181818182,50.7318,72.0,81.4201,82.3046,27.0352,0.0,False,True,False,False
1.035889898989899,97.97231515151516,96.96117272727274,77.7837,42.0,67.7128,36.8217,79.4941,0.0,True,True,False,True
37.33072626262626,42.44748181818182,90.9161181818182,57.9443,6.0,57.121,59.1752,17.1823,0.0,False,True,False,False
79.24882727272727,42.55244848484848,43.96117272727274,47.9544,62.0,5.5564,28.5773,54.1503,1.0,True,False,True,True
27.248827272727272,53.55244848484848,90.9161181818182,95.42,59.0,66.5852,94.483,61.0055,0.0,True,True,False,False
27.248827272727272,53.55244848484848,90.9161181818182,97.064,29.0,30.0335,94.1654,44.1248,0.0,False,True,False,False
27.248827272727272,53.55244848484848,96.96117272727274,74.4967,66.0,66.1611,27.3613,58.0927,0.0,False,True,False,False
88.24882727272727,41.56199090909091,33.81099090909092,79.6821,77.0,14.4506,69.5123,26.0808,1.0,True,False,False,True
27.248827272727272,97.97231515151516,96.96117272727274,64.9596,48.0,10.5784,27.667,91.9516,0.0,False,False,False,True
27.248827272727272,97.97231515151516,96.96117272727274,52.3071,99.0,42.6652,17.5488,48.0001,0.0,True,False,True,True
27.248827272727272,53.56199090909091,90.9161181818182,53.8035,82.0,66.2934,71.9251,68.8601,0.0,True,False,False,False
